year	tmax
1872	1.0
1872	3.0
1872	3.0
1872	1.6
1872	3.1
1872	8.0
1872	9.7
1872	9.8
1872	10.0
1872	6.2
1872	5.0
1872	5.6
1872	3.2
1872	5.1
1872	5.5
1872	5.8
1872	7.5
1872	4.2
1872	-3.3
1872	-3.0
1872	-6.8
1872	-7.4
1872	-4.5
1872	-3.0
1872	-3.0
1872	-2.0
1872	-1.0
1872	0.2
1872	4.0
1872	4.5
1872	8.0
1872	3.2
1872	5.6
1872	2.3
1872	0.3
1872	1.8
1872	-1.7
1872	5.0
1872	6.5
1872	10.8
1872	4.8
1872	4.0
1872	10.0
1872	8.0
1872	10.0
1872	10.6
1872	6.3
1872	6.5
1872	6.0
1872	3.1
1872	1.2
1872	7.0
1872	6.0
1872	7.5
1872	5.8
1872	6.0
1872	8.0
1872	10.0
1872	15.0
1872	15.0
1872	12.2
1872	14.0
1872	13.5
1872	17.0
1872	18.5
1872	14.0
1872	6.8
1872	15.0
1872	12.5
1872	15.0
1872	11.0
1872	12.5
1872	13.0
1872	5.8
1872	15.3
1872	17.4
1872	18.5
1872	19.8
1872	21.5
1872	14.1
1872	9.0
1872	7.6
1872	14.0
1872	15.5
1872	10.0
1872	15.0
1872	nan
1872	14.0
1872	15.0
1872	15.5
1872	20.0
1872	18.0
1872	21.0
1872	nan
1872	18.5
1872	18.5
1872	20.5
1872	18.5
1872	24.0
1872	26.1
1872	26.0
1872	25.0
1872	20.2
1872	21.4
1872	17.0
1872	14.0
1872	10.6
1872	6.2
1872	9.0
1872	9.2
1872	16.2
1872	19.5
1872	23.0
1872	15.5
1872	23.0
1872	24.0
1872	23.0
1872	24.2
1872	24.1
1872	24.2
1872	19.0
1872	21.3
1872	22.0
1872	20.2
1872	22.8
1872	26.2
1872	23.8
1872	23.0
1872	24.0
1872	26.0
1872	27.7
1872	28.0
1872	24.0
1872	26.0
1872	24.0
1872	26.8
1872	26.4
1872	26.5
1872	25.0
1872	23.4
1872	21.4
1872	19.0
1872	17.0
1872	20.5
1872	22.2
1872	21.0
1872	21.8
1872	26.1
1872	30.5
1872	25.4
1872	18.2
1872	23.2
1872	23.1
1872	20.3
1872	20.0
1872	19.2
1872	20.8
1872	20.8
1872	20.4
1872	20.3
1872	19.2
1872	20.2
1872	16.4
1872	22.0
1872	17.0
1872	20.0
1872	21.6
1872	21.2
1872	20.5
1872	19.3
1872	17.9
1872	17.0
1872	20.7
1872	21.5
1872	21.4
1872	19.5
1872	14.4
1872	14.8
1872	19.6
1872	20.1
1872	19.3
1872	18.8
1872	19.3
1872	19.1
1872	19.5
1872	20.5
1872	20.0
1872	19.5
1872	17.2
1872	16.5
1872	18.3
1872	19.2
1872	18.8
1872	18.3
1872	18.2
1872	18.2
1872	16.0
1872	18.0
1872	11.5
1872	12.0
1872	12.4
1872	11.4
1872	11.8
1872	15.1
1872	14.7
1872	13.3
1872	14.0
1872	11.3
1872	12.2
1872	12.0
1872	13.7
1872	13.6
1872	12.8
1872	12.0
1872	13.0
1872	12.7
1872	10.2
1872	14.7
1872	16.0
1872	15.4
1872	11.5
1872	8.3
1872	9.5
1872	11.2
1872	12.0
1872	11.6
1872	11.5
1872	12.5
1872	12.5
1872	10.0
1872	11.7
1872	14.8
1872	11.5
1872	11.5
1872	10.2
1872	10.8
1872	12.5
1872	11.5
1872	11.0
1872	11.4
1872	10.5
1872	9.1
1872	8.0
1872	6.8
1872	9.8
1872	9.3
1872	9.0
1872	10.5
1872	9.0
1872	9.5
1872	6.4
1872	0.3
1872	8.4
1872	11.5
1872	9.0
1872	5.5
1872	2.2
1872	2.0
1872	0.1
1872	nan
1872	1.0
1872	4.8
1872	6.2
1872	5.5
1872	5.2
1872	3.5
1872	5.0
1872	5.5
1872	6.0
1872	7.4
1872	7.8
1872	6.5
1872	7.5
1872	8.0
1872	6.7
1872	0.4
1872	-0.1
1872	3.7
1872	6.6
1872	-0.2
1872	-0.7
1872	-2.8
1872	-1.3
1872	3.0
1872	3.0
1872	3.0
1872	4.6
1872	4.2
1872	-1.2
1872	-2.0
1872	-3.0
1872	-3.5
1872	-5.0
1872	-5.0
1872	-3.0
1872	-5.4
1872	-5.4
1872	-6.4
1872	-6.4
1872	-2.3
1872	4.2
1872	4.4
1872	4.5
1872	4.5
1872	3.0
1872	2.7
1872	4.4
1872	3.6
1873	3.3
1873	4.0
1873	5.6
1873	3.6
1873	6.5
1873	6.5
1873	3.4
1873	6.5
1873	4.6
1873	7.2
1873	7.0
1873	6.6
1873	5.1
1873	1.2
1873	7.4
1873	7.4
1873	2.6
1873	2.5
1873	3.8
1873	5.1
1873	5.1
1873	2.5
1873	1.4
1873	0.5
1873	0.6
1873	0.6
1873	-0.4
1873	-0.8
1873	-2.3
1873	-0.2
1873	-2.3
1873	-3.9
1873	-1.0
1873	-0.5
1873	1.0
1873	-0.6
1873	-1.9
1873	-2.4
1873	-2.6
1873	-3.0
1873	-2.0
1873	-2.8
1873	-5.0
1873	-4.2
1873	-2.1
1873	1.5
1873	2.5
1873	4.8
1873	5.2
1873	5.2
1873	6.3
1873	1.0
1873	3.5
1873	-2.2
1873	-8.2
1873	0.4
1873	0.8
1873	1.9
1873	3.8
1873	2.5
1873	1.9
1873	1.0
1873	-0.6
1873	-3.6
1873	-2.2
1873	-3.2
1873	0.0
1873	1.5
1873	3.0
1873	2.6
1873	1.0
1873	-2.1
1873	-4.0
1873	-4.2
1873	-3.2
1873	1.4
1873	2.0
1873	2.0
1873	1.5
1873	4.4
1873	2.7
1873	3.5
1873	6.8
1873	9.0
1873	10.8
1873	10.0
1873	12.0
1873	11.0
1873	13.0
1873	10.0
1873	4.6
1873	11.5
1873	13.0
1873	8.5
1873	2.6
1873	3.4
1873	4.6
1873	5.8
1873	7.2
1873	13.0
1873	15.0
1873	10.2
1873	5.6
1873	3.8
1873	4.8
1873	7.0
1873	8.2
1873	12.2
1873	10.2
1873	8.5
1873	7.5
1873	5.2
1873	-1.6
1873	-0.7
1873	2.2
1873	3.1
1873	4.5
1873	7.2
1873	3.0
1873	1.2
1873	1.7
1873	6.5
1873	5.8
1873	4.8
1873	7.5
1873	9.2
1873	10.3
1873	9.2
1873	16.2
1873	13.8
1873	9.0
1873	6.0
1873	5.3
1873	8.3
1873	9.7
1873	4.8
1873	7.8
1873	6.8
1873	11.3
1873	13.7
1873	12.5
1873	13.9
1873	14.8
1873	11.3
1873	10.5
1873	13.2
1873	13.8
1873	13.2
1873	14.2
1873	11.1
1873	11.8
1873	16.3
1873	22.2
1873	25.0
1873	25.1
1873	24.2
1873	19.0
1873	9.7
1873	11.0
1873	15.0
1873	16.0
1873	19.7
1873	20.8
1873	19.5
1873	21.0
1873	23.7
1873	24.3
1873	22.0
1873	19.4
1873	24.7
1873	22.7
1873	21.6
1873	22.0
1873	23.8
1873	21.3
1873	18.5
1873	19.0
1873	19.8
1873	21.3
1873	16.0
1873	19.4
1873	23.0
1873	21.0
1873	21.8
1873	22.0
1873	23.0
1873	24.9
1873	27.0
1873	27.1
1873	27.3
1873	25.0
1873	23.0
1873	24.2
1873	22.0
1873	23.0
1873	23.8
1873	20.8
1873	21.2
1873	23.0
1873	19.0
1873	22.7
1873	22.2
1873	20.5
1873	20.7
1873	21.0
1873	24.3
1873	25.8
1873	27.2
1873	26.2
1873	23.8
1873	24.8
1873	23.5
1873	22.2
1873	20.7
1873	21.4
1873	20.0
1873	18.8
1873	18.8
1873	19.8
1873	21.5
1873	21.3
1873	19.3
1873	15.1
1873	19.0
1873	18.4
1873	19.0
1873	20.0
1873	21.3
1873	22.2
1873	20.4
1873	19.7
1873	20.3
1873	20.0
1873	20.6
1873	21.5
1873	21.3
1873	20.5
1873	20.8
1873	24.0
1873	24.0
1873	18.0
1873	17.4
1873	19.7
1873	19.7
1873	19.7
1873	21.0
1873	18.8
1873	17.5
1873	17.8
1873	18.7
1873	15.5
1873	17.2
1873	16.5
1873	15.5
1873	16.8
1873	16.8
1873	17.2
1873	15.8
1873	16.4
1873	15.5
1873	13.2
1873	14.0
1873	15.1
1873	15.2
1873	12.1
1873	13.0
1873	15.2
1873	15.7
1873	14.7
1873	15.3
1873	18.0
1873	14.4
1873	11.0
1873	11.2
1873	10.0
1873	9.0
1873	10.0
1873	10.8
1873	11.0
1873	11.2
1873	11.7
1873	9.5
1873	10.0
1873	14.7
1873	12.0
1873	11.0
1873	11.0
1873	8.2
1873	7.6
1873	10.2
1873	11.2
1873	10.7
1873	8.2
1873	8.3
1873	7.5
1873	9.3
1873	11.0
1873	10.4
1873	9.8
1873	7.3
1873	4.2
1873	6.6
1873	8.2
1873	7.4
1873	7.8
1873	8.5
1873	9.4
1873	9.8
1873	9.8
1873	7.2
1873	4.5
1873	4.4
1873	2.5
1873	2.5
1873	4.0
1873	3.0
1873	1.0
1873	-1.9
1873	0.8
1873	4.6
1873	5.5
1873	4.0
1873	7.0
1873	3.2
1873	3.3
1873	4.0
1873	3.0
1873	2.8
1873	1.8
1873	5.0
1873	3.2
1873	4.8
1873	4.9
1873	4.0
1873	3.7
1873	6.8
1873	6.2
1873	8.0
1873	5.0
1873	4.6
1873	4.8
1873	8.6
1873	9.8
1873	9.0
1873	2.2
1873	1.0
1873	4.0
1873	4.0
1873	3.8
1873	5.4
1873	1.0
1873	0.5
1873	2.3
1873	3.7
1873	2.0
1873	4.2
1873	2.1
1873	1.2
1873	-2.1
1873	3.8
1873	3.3
1873	-7.7
1873	-4.6
1873	4.3
1873	1.5
1874	3.2
1874	3.2
1874	3.0
1874	3.2
1874	3.5
1874	5.0
1874	7.0
1874	5.8
1874	2.2
1874	3.5
1874	3.6
1874	2.2
1874	2.1
1874	0.9
1874	-3.2
1874	6.0
1874	4.7
1874	3.4
1874	5.8
1874	3.3
1874	1.5
1874	7.0
1874	6.6
1874	5.5
1874	-1.0
1874	8.2
1874	4.2
1874	-0.3
1874	1.0
1874	5.8
1874	0.5
1874	-2.2
1874	1.4
1874	2.8
1874	0.0
1874	7.3
1874	2.5
1874	-2.9
1874	-7.0
1874	-7.0
1874	-2.8
1874	2.6
1874	2.1
1874	2.8
1874	4.0
1874	3.3
1874	3.0
1874	5.7
1874	2.4
1874	1.8
1874	1.2
1874	1.0
1874	2.5
1874	1.4
1874	0.3
1874	0.0
1874	0.1
1874	1.2
1874	0.0
1874	0.4
1874	1.7
1874	-0.8
1874	1.4
1874	2.4
1874	2.6
1874	9.2
1874	8.0
1874	4.8
1874	0.1
1874	-0.4
1874	-5.0
1874	-0.8
1874	0.0
1874	-0.1
1874	1.5
1874	4.0
1874	7.5
1874	3.5
1874	0.3
1874	1.8
1874	2.2
1874	6.7
1874	10.2
1874	6.5
1874	6.5
1874	3.0
1874	1.0
1874	1.2
1874	1.2
1874	0.8
1874	1.5
1874	2.3
1874	6.0
1874	8.2
1874	11.0
1874	4.0
1874	7.0
1874	9.5
1874	11.0
1874	4.6
1874	4.5
1874	5.6
1874	2.6
1874	3.8
1874	5.5
1874	7.5
1874	5.4
1874	8.6
1874	8.8
1874	6.3
1874	15.5
1874	nan
1874	13.4
1874	9.5
1874	10.0
1874	5.0
1874	2.0
1874	5.0
1874	7.8
1874	3.6
1874	4.0
1874	2.0
1874	2.6
1874	3.8
1874	6.0
1874	7.3
1874	8.0
1874	11.5
1874	13.8
1874	11.2
1874	9.0
1874	9.0
1874	8.8
1874	5.2
1874	2.4
1874	5.5
1874	10.0
1874	14.2
1874	12.5
1874	15.0
1874	9.0
1874	9.0
1874	6.7
1874	8.1
1874	11.0
1874	16.8
1874	20.2
1874	19.6
1874	18.0
1874	18.4
1874	17.8
1874	21.0
1874	21.8
1874	25.2
1874	19.0
1874	24.0
1874	22.8
1874	19.7
1874	16.0
1874	20.7
1874	18.7
1874	16.2
1874	15.0
1874	13.0
1874	15.2
1874	21.1
1874	24.8
1874	24.8
1874	21.8
1874	19.0
1874	12.1
1874	13.8
1874	11.6
1874	19.0
1874	20.0
1874	21.0
1874	22.1
1874	23.7
1874	23.8
1874	23.8
1874	20.8
1874	19.5
1874	23.6
1874	24.2
1874	23.9
1874	20.0
1874	21.3
1874	21.8
1874	20.0
1874	22.0
1874	23.4
1874	23.8
1874	24.9
1874	23.3
1874	19.9
1874	19.2
1874	16.2
1874	18.7
1874	24.2
1874	23.5
1874	20.0
1874	19.8
1874	20.8
1874	20.7
1874	20.8
1874	24.0
1874	21.3
1874	20.8
1874	25.0
1874	23.7
1874	26.3
1874	21.3
1874	17.2
1874	19.2
1874	21.2
1874	18.4
1874	16.0
1874	18.6
1874	16.3
1874	20.7
1874	21.0
1874	21.0
1874	19.0
1874	18.2
1874	19.2
1874	20.7
1874	20.8
1874	19.4
1874	21.2
1874	19.0
1874	21.0
1874	22.0
1874	16.8
1874	19.0
1874	15.5
1874	14.0
1874	13.2
1874	13.0
1874	14.5
1874	16.3
1874	15.3
1874	17.2
1874	15.5
1874	14.5
1874	17.0
1874	18.6
1874	15.0
1874	16.0
1874	15.5
1874	13.0
1874	13.8
1874	15.7
1874	14.8
1874	14.2
1874	14.8
1874	12.2
1874	12.4
1874	15.0
1874	16.2
1874	14.2
1874	15.8
1874	15.8
1874	16.0
1874	17.4
1874	19.4
1874	15.0
1874	15.8
1874	16.0
1874	15.0
1874	13.0
1874	13.3
1874	14.2
1874	18.2
1874	18.7
1874	18.2
1874	15.0
1874	13.2
1874	13.8
1874	9.4
1874	11.7
1874	15.0
1874	13.1
1874	12.2
1874	11.4
1874	13.8
1874	11.4
1874	11.3
1874	11.5
1874	11.0
1874	12.4
1874	15.1
1874	14.2
1874	13.0
1874	10.3
1874	10.2
1874	7.0
1874	7.8
1874	8.9
1874	11.6
1874	12.0
1874	12.0
1874	10.0
1874	8.0
1874	9.6
1874	9.9
1874	3.0
1874	7.0
1874	10.7
1874	11.0
1874	10.7
1874	8.5
1874	8.2
1874	11.1
1874	10.4
1874	3.3
1874	1.5
1874	-0.6
1874	-0.8
1874	0.0
1874	4.0
1874	5.0
1874	2.6
1874	1.8
1874	-0.9
1874	1.0
1874	0.5
1874	-3.5
1874	-1.4
1874	-0.5
1874	-2.0
1874	1.5
1874	1.8
1874	-0.2
1874	1.4
1874	2.8
1874	-0.4
1874	-7.5
1874	2.8
1874	4.4
1874	4.2
1874	1.6
1874	-1.1
1874	-1.1
1874	-2.0
1874	-7.8
1874	-6.0
1874	-1.8
1874	-3.6
1874	-3.0
1874	-2.2
1874	-4.5
1874	-4.2
1874	1.4
1874	2.0
1874	1.5
1874	-1.6
1874	-3.0
1874	-6.0
1874	-14.2
1874	-8.0
1874	-9.5
1874	-7.8
1874	-7.8
1874	-3.0
1874	-4.5
1875	-7.5
1875	-10.5
1875	-1.0
1875	0.0
1875	-1.2
1875	nan
1875	-6.5
1875	-2.8
1875	-9.5
1875	-4.6
1875	-0.6
1875	-2.4
1875	-3.5
1875	-9.2
1875	-9.6
1875	-0.5
1875	-2.0
1875	-11.7
1875	-10.4
1875	0.8
1875	-10.2
1875	-14.2
1875	-17.0
1875	-19.9
1875	-5.5
1875	-10.0
1875	-10.8
1875	-0.2
1875	0.2
1875	-0.3
1875	-2.2
1875	3.0
1875	4.0
1875	0.4
1875	-4.7
1875	-6.4
1875	-8.5
1875	-7.0
1875	-3.4
1875	-4.0
1875	-7.2
1875	-3.0
1875	-1.0
1875	0.0
1875	-4.0
1875	-2.2
1875	-2.0
1875	0.8
1875	-1.4
1875	-7.5
1875	-5.0
1875	1.6
1875	1.9
1875	-1.3
1875	-3.4
1875	-2.8
1875	-6.7
1875	-3.5
1875	-1.2
1875	-4.5
1875	0.3
1875	3.5
1875	3.8
1875	3.6
1875	2.6
1875	-2.2
1875	2.0
1875	2.4
1875	3.6
1875	3.0
1875	5.2
1875	6.5
1875	6.5
1875	6.7
1875	4.0
1875	-2.8
1875	-3.0
1875	1.0
1875	-0.5
1875	-7.0
1875	-10.0
1875	-5.0
1875	3.8
1875	1.8
1875	-1.0
1875	3.2
1875	2.8
1875	5.0
1875	5.3
1875	4.8
1875	5.3
1875	3.6
1875	3.5
1875	3.5
1875	4.2
1875	6.2
1875	4.7
1875	4.4
1875	5.3
1875	9.6
1875	8.0
1875	5.0
1875	4.5
1875	8.2
1875	5.2
1875	7.6
1875	7.7
1875	7.0
1875	10.7
1875	7.8
1875	3.0
1875	0.0
1875	3.9
1875	3.9
1875	6.2
1875	7.0
1875	11.3
1875	8.3
1875	6.9
1875	8.4
1875	10.1
1875	12.8
1875	14.8
1875	16.5
1875	17.2
1875	18.9
1875	17.5
1875	17.5
1875	16.4
1875	16.6
1875	15.0
1875	15.7
1875	15.7
1875	16.1
1875	18.5
1875	15.2
1875	13.5
1875	14.8
1875	16.3
1875	14.4
1875	16.5
1875	20.7
1875	19.8
1875	15.5
1875	14.8
1875	7.5
1875	9.2
1875	10.8
1875	14.3
1875	17.5
1875	19.4
1875	21.4
1875	19.6
1875	23.8
1875	23.3
1875	25.8
1875	19.4
1875	18.6
1875	18.8
1875	13.8
1875	18.4
1875	12.2
1875	11.0
1875	16.3
1875	16.3
1875	19.0
1875	21.4
1875	22.0
1875	22.7
1875	20.5
1875	22.5
1875	19.6
1875	23.3
1875	20.5
1875	22.2
1875	22.8
1875	22.0
1875	20.5
1875	21.4
1875	23.3
1875	22.4
1875	22.3
1875	25.0
1875	15.2
1875	21.3
1875	24.0
1875	26.8
1875	21.6
1875	23.3
1875	25.3
1875	17.7
1875	20.5
1875	19.5
1875	20.6
1875	17.3
1875	16.6
1875	16.8
1875	20.5
1875	20.7
1875	22.7
1875	23.6
1875	23.8
1875	24.2
1875	25.5
1875	23.8
1875	27.3
1875	26.3
1875	21.0
1875	20.6
1875	16.4
1875	19.4
1875	23.0
1875	24.2
1875	24.2
1875	21.8
1875	20.0
1875	21.3
1875	23.4
1875	23.2
1875	22.7
1875	23.0
1875	24.2
1875	22.0
1875	21.3
1875	23.1
1875	20.2
1875	19.0
1875	16.0
1875	21.0
1875	20.4
1875	20.3
1875	19.6
1875	18.3
1875	19.5
1875	20.0
1875	19.3
1875	22.6
1875	22.3
1875	20.2
1875	18.8
1875	18.8
1875	16.5
1875	18.0
1875	14.8
1875	16.6
1875	17.8
1875	18.0
1875	16.7
1875	18.2
1875	19.3
1875	20.0
1875	19.6
1875	19.8
1875	17.5
1875	22.7
1875	15.6
1875	17.7
1875	17.1
1875	18.0
1875	19.0
1875	20.7
1875	16.2
1875	16.2
1875	10.4
1875	10.1
1875	5.5
1875	7.6
1875	10.5
1875	11.2
1875	16.5
1875	15.0
1875	14.3
1875	11.0
1875	9.9
1875	13.8
1875	13.4
1875	13.2
1875	13.2
1875	14.2
1875	12.6
1875	10.2
1875	10.6
1875	9.2
1875	10.0
1875	10.7
1875	10.0
1875	8.5
1875	5.5
1875	6.0
1875	6.0
1875	3.0
1875	3.0
1875	0.8
1875	3.0
1875	4.0
1875	3.3
1875	0.5
1875	2.2
1875	1.0
1875	1.0
1875	2.0
1875	3.4
1875	3.0
1875	-1.2
1875	-0.6
1875	-0.6
1875	1.8
1875	4.9
1875	3.4
1875	5.6
1875	6.9
1875	7.7
1875	7.0
1875	4.8
1875	2.5
1875	1.4
1875	0.0
1875	2.2
1875	2.2
1875	0.2
1875	0.0
1875	1.5
1875	0.8
1875	1.0
1875	1.4
1875	1.0
1875	-2.0
1875	0.4
1875	0.2
1875	-2.7
1875	-1.8
1875	-1.6
1875	0.0
1875	-4.7
1875	-2.2
1875	-2.2
1875	-1.0
1875	-5.5
1875	-4.3
1875	-6.2
1875	-0.3
1875	-2.5
1875	-5.3
1875	-1.4
1875	-3.3
1875	-6.5
1875	-9.6
1875	-8.2
1875	1.7
1875	2.0
1875	0.8
1875	0.5
1875	2.6
1875	2.7
1875	3.0
1875	3.2
1875	5.0
1875	5.0
1875	6.4
1875	3.0
1875	-3.8
1875	-2.5
1875	-5.3
1875	-6.5
1875	-1.5
1876	-3.0
1876	-4.7
1876	-7.7
1876	-5.0
1876	-5.3
1876	-5.9
1876	-7.4
1876	-9.4
1876	-6.7
1876	-5.0
1876	-2.8
1876	-1.3
1876	-1.2
1876	-3.2
1876	1.0
1876	3.2
1876	4.5
1876	1.0
1876	3.0
1876	5.2
1876	5.2
1876	-1.6
1876	2.3
1876	6.2
1876	6.2
1876	4.2
1876	3.8
1876	4.5
1876	4.8
1876	2.2
1876	4.2
1876	4.7
1876	5.5
1876	4.9
1876	3.8
1876	1.5
1876	0.4
1876	-2.0
1876	-0.6
1876	-0.7
1876	-0.1
1876	0.0
1876	-6.5
1876	-7.9
1876	-2.0
1876	-3.2
1876	-5.0
1876	-7.2
1876	0.6
1876	4.3
1876	0.7
1876	-1.5
1876	2.2
1876	4.4
1876	-2.0
1876	-2.3
1876	-1.8
1876	-4.6
1876	-5.0
1876	-7.0
1876	-1.0
1876	1.3
1876	1.5
1876	3.2
1876	3.4
1876	3.8
1876	1.2
1876	-4.2
1876	0.5
1876	4.8
1876	4.2
1876	3.5
1876	4.0
1876	3.3
1876	5.0
1876	6.1
1876	6.3
1876	6.3
1876	4.8
1876	-0.4
1876	0.4
1876	0.0
1876	-0.4
1876	0.5
1876	-1.4
1876	0.0
1876	1.2
1876	3.5
1876	1.5
1876	1.8
1876	5.0
1876	7.8
1876	6.8
1876	6.2
1876	6.3
1876	17.6
1876	12.8
1876	9.7
1876	13.8
1876	15.5
1876	10.6
1876	3.0
1876	10.4
1876	6.2
1876	6.5
1876	4.4
1876	6.0
1876	8.2
1876	6.2
1876	10.8
1876	15.5
1876	16.8
1876	13.2
1876	10.0
1876	15.2
1876	10.2
1876	10.0
1876	8.0
1876	3.8
1876	3.8
1876	6.0
1876	9.2
1876	2.5
1876	7.2
1876	11.2
1876	12.5
1876	8.8
1876	7.4
1876	7.5
1876	11.5
1876	10.0
1876	8.5
1876	10.0
1876	11.3
1876	11.2
1876	11.5
1876	17.7
1876	12.0
1876	4.2
1876	7.4
1876	14.3
1876	13.0
1876	14.4
1876	15.7
1876	14.0
1876	13.4
1876	5.8
1876	10.5
1876	17.4
1876	17.6
1876	20.3
1876	19.7
1876	20.3
1876	21.8
1876	22.0
1876	22.5
1876	18.2
1876	21.2
1876	16.1
1876	20.0
1876	16.0
1876	24.2
1876	17.8
1876	23.3
1876	24.2
1876	27.0
1876	27.0
1876	25.3
1876	25.4
1876	25.5
1876	23.0
1876	22.3
1876	22.3
1876	21.7
1876	24.3
1876	29.0
1876	27.0
1876	29.0
1876	24.6
1876	32.7
1876	26.8
1876	26.3
1876	27.3
1876	29.8
1876	25.3
1876	23.1
1876	27.6
1876	25.9
1876	27.3
1876	29.2
1876	29.8
1876	27.2
1876	26.2
1876	24.5
1876	20.4
1876	24.0
1876	23.1
1876	22.5
1876	28.0
1876	22.4
1876	19.0
1876	22.2
1876	26.0
1876	26.6
1876	29.1
1876	29.0
1876	33.2
1876	24.0
1876	21.0
1876	20.0
1876	16.8
1876	21.0
1876	25.0
1876	25.4
1876	22.0
1876	24.0
1876	22.0
1876	20.3
1876	22.0
1876	23.0
1876	21.0
1876	26.0
1876	23.0
1876	24.0
1876	28.8
1876	30.0
1876	26.5
1876	20.2
1876	22.8
1876	22.2
1876	26.0
1876	27.3
1876	25.8
1876	25.5
1876	20.8
1876	25.3
1876	21.3
1876	20.0
1876	20.3
1876	20.3
1876	19.0
1876	20.2
1876	17.5
1876	20.2
1876	15.8
1876	17.2
1876	18.0
1876	17.3
1876	18.0
1876	20.0
1876	20.7
1876	19.0
1876	16.5
1876	17.2
1876	15.8
1876	17.4
1876	17.6
1876	17.5
1876	14.4
1876	14.5
1876	13.3
1876	16.2
1876	16.5
1876	15.0
1876	15.0
1876	12.0
1876	10.5
1876	10.0
1876	11.5
1876	13.3
1876	12.6
1876	13.7
1876	12.3
1876	10.5
1876	10.3
1876	10.3
1876	11.8
1876	9.2
1876	8.0
1876	10.7
1876	9.5
1876	13.0
1876	13.3
1876	9.7
1876	14.0
1876	16.5
1876	12.0
1876	16.3
1876	12.4
1876	10.7
1876	11.7
1876	9.8
1876	8.5
1876	5.8
1876	6.2
1876	6.5
1876	6.8
1876	6.2
1876	7.7
1876	5.8
1876	7.3
1876	9.8
1876	10.8
1876	4.0
1876	3.2
1876	4.2
1876	2.0
1876	1.3
1876	1.0
1876	0.7
1876	3.0
1876	1.0
1876	-0.5
1876	-2.5
1876	-5.0
1876	-2.2
1876	-1.8
1876	-0.5
1876	-1.6
1876	0.6
1876	3.2
1876	4.0
1876	-0.8
1876	0.6
1876	2.0
1876	-0.7
1876	-1.3
1876	-1.5
1876	-2.0
1876	1.3
1876	3.8
1876	3.5
1876	4.0
1876	3.8
1876	2.0
1876	-2.0
1876	-5.0
1876	-5.8
1876	-1.3
1876	-0.3
1876	0.0
1876	0.4
1876	0.4
1876	0.0
1876	0.1
1876	1.0
1876	-5.0
1876	-6.0
1876	-3.3
1876	-6.0
1876	-5.4
1876	-5.0
1876	-5.8
1876	-3.0
1876	-11.0
1876	-10.0
1876	-10.3
1876	-11.3
1876	-13.8
1876	-10.0
1876	-11.8
1876	-6.0
1876	-0.4
1876	0.0
1876	-4.0
1876	-0.2
1877	-1.2
1877	-4.5
1877	-10.2
1877	-3.0
1877	-3.2
1877	2.3
1877	3.0
1877	3.8
1877	3.8
1877	-5.5
1877	-7.7
1877	-5.0
1877	-6.5
1877	-1.0
1877	-1.0
1877	-1.5
1877	-0.3
1877	-0.2
1877	-0.5
1877	1.5
1877	1.1
1877	2.2
1877	-1.5
1877	-1.0
1877	1.0
1877	-2.2
1877	-4.0
1877	0.0
1877	2.0
1877	1.9
1877	0.2
1877	-1.0
1877	-4.0
1877	0.5
1877	1.6
1877	1.5
1877	1.2
1877	1.0
1877	1.0
1877	-1.0
1877	-4.7
1877	-3.0
1877	-6.0
1877	-8.7
1877	-3.2
1877	0.3
1877	0.5
1877	0.3
1877	-7.3
1877	0.8
1877	2.3
1877	-1.0
1877	-1.5
1877	-3.2
1877	-2.3
1877	3.2
1877	-8.8
1877	-10.2
1877	-4.7
1877	-4.2
1877	-2.7
1877	2.0
1877	2.0
1877	5.3
1877	1.3
1877	2.7
1877	-4.7
1877	-6.3
1877	-2.2
1877	-0.9
1877	2.5
1877	2.1
1877	2.5
1877	0.7
1877	-4.1
1877	1.5
1877	-0.5
1877	0.7
1877	1.0
1877	-2.5
1877	-3.4
1877	-3.0
1877	-5.0
1877	0.0
1877	1.0
1877	2.0
1877	9.0
1877	0.8
1877	-0.4
1877	7.7
1877	5.0
1877	10.0
1877	6.0
1877	4.7
1877	7.0
1877	7.5
1877	9.0
1877	4.0
1877	-0.5
1877	0.4
1877	1.0
1877	-1.0
1877	5.0
1877	-2.0
1877	4.5
1877	4.0
1877	8.5
1877	10.0
1877	7.0
1877	0.5
1877	0.5
1877	3.0
1877	4.0
1877	4.6
1877	5.5
1877	3.3
1877	7.0
1877	10.6
1877	11.2
1877	7.0
1877	7.0
1877	6.0
1877	6.0
1877	3.5
1877	6.5
1877	8.0
1877	9.5
1877	9.5
1877	14.0
1877	10.0
1877	9.0
1877	12.0
1877	17.0
1877	8.0
1877	7.0
1877	7.5
1877	9.0
1877	12.0
1877	12.0
1877	11.0
1877	11.3
1877	12.0
1877	9.0
1877	8.5
1877	11.0
1877	13.8
1877	14.0
1877	15.5
1877	19.0
1877	17.0
1877	17.5
1877	20.3
1877	16.6
1877	20.0
1877	24.7
1877	28.8
1877	29.9
1877	27.5
1877	19.2
1877	22.5
1877	22.4
1877	22.2
1877	22.0
1877	16.5
1877	19.0
1877	19.0
1877	26.0
1877	28.3
1877	24.8
1877	18.0
1877	15.0
1877	18.2
1877	20.5
1877	20.0
1877	18.8
1877	22.2
1877	19.2
1877	19.0
1877	22.3
1877	26.0
1877	20.5
1877	25.0
1877	22.3
1877	22.8
1877	23.2
1877	23.0
